Date,mtt_condition,mtt_on,mtt_off,mansfield_rs,minervini_rs,dorsey_rs,is_52w_high,is_52w_low,is_advance,is_decline,volume_advance,volume_decline,code,銘柄名,33業種区分,17業種区分,規模区分,市場・商品区分,日経平均構成銘柄,rsi_ma,rsi_mi
2024-08-05,0,0,0,10.129333839912569,0.017223236576917322,-1.212996311452369,False,False,False,True,0,28800,8032,日本紙パルプ商事,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,80.0,82.0
2024-08-05,0,0,0,-16.101021244131218,-15.205183060948091,-1.5106156077083193,False,False,False,True,0,9564800,8035,東京エレクトロン,電気機器,電機・精密,TOPIX Core30,プライム（内国株式）,True,17.0,43.0
2024-08-05,0,0,0,4.576421060518876,-0.951058013278553,-1.0670618612939595,False,False,False,True,0,54200,8037,カメイ,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,66.0,81.0
2024-08-05,0,0,0,13.804385707555134,1.3290265501711664,-0.02480710486588682,False,False,True,False,1200,0,8038,東都水産,卸売業,商社・卸売,TOPIX Small 2,スタンダード（内国株式）,False,86.0,84.0
2024-08-05,0,0,0,5.076039829072454,-7.638408935408066,-0.8895171146248805,False,False,False,True,0,8700,8039,築地魚市場,卸売業,商社・卸売,-,スタンダード（内国株式）,False,67.0,65.0
2024-08-05,0,0,0,-4.440002318741454,-19.332872317946943,-1.0229841172428924,False,True,False,True,0,11400,8040,東京ソワール,繊維製品,素材・化学,-,スタンダード（内国株式）,False,41.0,33.0
2024-08-05,0,0,0,10.94149943922218,-3.688764387174173,-0.5025741018856322,False,False,False,True,0,32800,8041,ＯＵＧホールディングス,卸売業,商社・卸売,TOPIX Small 2,スタンダード（内国株式）,False,81.0,75.0
2024-08-05,0,0,0,13.144349940003064,2.7672750384616784,-0.6418730639499635,False,False,False,True,0,41400,8043,スターゼン,卸売業,商社・卸売,TOPIX Small 2,プライム（内国株式）,False,85.0,87.0
2024-08-05,0,0,0,4.471401175478218,-5.471401181596429,-1.1580454232713866,False,False,False,True,0,6900,8045,横浜丸魚,卸売業,商社・卸売,-,スタンダード（内国株式）,False,66.0,71.0
2024-08-05,0,0,0,2.5519483078364935,-7.871306434401124,-1.0217426316637146,False,False,False,True,0,37300,8046,丸藤シートパイル,卸売業,商社・卸売,-,スタンダード（内国株式）,False,60.0,65.0
2024-08-05,0,0,0,7.101483439450984,7.329902976749289,-1.3464208998318208,False,False,False,True,0,404200,8050,セイコーグループ,精密機器,電機・精密,TOPIX Small 1,プライム（内国株式）,False,72.0,91.0
2024-08-05,0,0,1,21.563416311596974,7.863817302867307,-0.4884154338172702,False,False,False,True,0,619800,8051,山善,卸売業,商社・卸売,TOPIX Small 1,プライム（内国株式）,False,94.0,91.0
